selected_k,a,b,n,mean_a,mean_b,mean_diff,wilcoxon_p,ci_low,ci_high,wins,ties,losses,d_z
500,DMS_split_at_500,DMS_split_0.5,25,16725.9,16830.2,-104.239,0.00225526,-160.713,-47.4066,19,0,6,-0.704892
500,DMS_split_at_500,DMS,25,16725.9,17104.8,-378.838,0.0228948,-664.038,-122.552,11,9,5,-0.532259
500,DMS_split_at_500,Attentive,25,16725.9,16687.7,38.208,0.299612,-9.39843,88.6916,11,0,14,0.297652
