algorithm,seed,final_cost,anytime_cost
Attentive,41,16810.000026,16810.000026
Attentive,40,16788.000026,16788.000026
Attentive,42,16887.000023,16887.000023
Attentive,43,16268.000025,16268.000025
Attentive,45,16921.000030,16921.000030
Attentive,44,16490.000024,16490.000024
Attentive,46,16567.000025,16567.000025
Attentive,47,16366.000026,16366.000026
Attentive,49,16339.000024,16339.000024
Attentive,48,16487.000023,16487.000023
MS,1,19361.259965,18496.216620
MS,0,19176.241931,18193.238921
MS,5,19557.262639,18161.241558
MS,4,19541.248373,18325.251289
MS,6,21075.251074,18907.263296
MS,3,20002.288945,18590.266252
MS,2,18729.214088,18156.227021
MS,7,21433.225006,19217.238072
MS,8,19681.242283,17992.211840
MS,9,20271.256970,19104.255608
MS,10,20434.232500,17935.214311
MS,12,19828.237655,18509.242074
MS,14,19261.260459,18596.218166
MS,11,21407.241132,18456.267918
MS,13,21004.224699,19121.243068
MS,15,19560.240005,19244.264017
MS,16,20453.216800,19040.212363
MS,18,19596.220947,17884.250802
MS,21,19621.272042,18333.262953
MS,20,19856.249454,18262.230321
MS,17,18852.233816,17969.254771
MS,19,20708.256313,19018.247630
MS,22,19464.260134,18273.300678
MS,23,20485.247353,18518.251575
MS,25,19976.248682,18527.254675
MS,24,20151.245211,18888.256088
MS,27,20756.254124,19032.240875
MS,28,20048.220573,18728.222380
MS,26,20115.233233,18992.271135
MS,29,20767.247518,19223.239370
MS,30,20544.244681,18986.275664
MS,31,19739.259451,18617.235200
MS,32,19150.209437,17705.240182
MS,33,20075.241573,17962.240808
MS,35,19690.232069,18366.238243
MS,34,20842.271919,18379.271526
MS,37,19941.229221,18346.238245
MS,36,18892.250620,18226.267295
MS,38,17656.270174,17656.270174
MS,39,19787.230525,18766.242755
MS,41,21087.263429,18571.264336
MS,40,20220.248561,19061.249586
MS,43,19262.252101,17215.273440
MS,44,19987.226146,18505.250574
MS,42,20242.292715,18551.246172
MS,45,20116.256244,18764.235592
MS,46,19701.256857,18939.254109
MS,47,19635.280103,18182.239286
MS,49,18843.262486,17785.259125
MS,48,19635.246097,18471.248828
