metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
final_cost,MS_split_opt_200,Attentive,50,20.14,27.22,-7.08,-1.88356,0.0655657,0.702976
final_cost,MS_split_opt_200,MS,50,20.14,87.7689,-67.6289,-66.8609,8.26558e-50,1.77636e-15
final_cost,Attentive,MS,50,27.22,87.7689,-60.5489,-15.6061,1.20394e-20,3.37508e-14
anytime_cost,DMS,DMS_split_at_1000,50,8.90001,7.76001,1.14,6.55863,3.20409e-08,3.61701e-07
anytime_cost,DMS,DMS_split_at_500,50,8.90001,7.84001,1.06,5.76529,5.37046e-07,2.4881e-06
anytime_cost,DMS,DMS_split_at_300,50,8.90001,7.86001,1.04,5.49,1.4139e-06,8.80575e-06
anytime_cost,DMS,DMS_split_at_100,50,8.90001,7.70001,1.2,6.40494,5.54305e-08,1.03415e-06
anytime_cost,DMS,DMS_split_0.5,50,8.90001,7.90001,1,5.83333,4.22304e-07,2.28621e-06
anytime_cost,DMS,DMS_split_at_50,50,8.90001,7.76001,1.14,6.55863,3.20408e-08,3.69457e-07
anytime_cost,DMS,DMS_split_0.4_0.6,50,8.90001,7.86001,1.04,5.90797,3.24298e-07,1.94197e-06
anytime_cost,DMS,MS_split_0.5,50,8.90001,45.36,-36.46,-30.723,1.12399e-33,7.55351e-10
anytime_cost,DMS,MS_split_MGM_200,50,8.90001,20.98,-12.08,-18.4028,1.18965e-23,7.54839e-10
anytime_cost,DMS,MS_split_opt_200,50,8.90001,20.14,-11.24,-18.002,3.05367e-23,1.10775e-09
anytime_cost,DMS,Attentive,50,8.90001,9.90001,-1,-0.956484,0.343523,0.00253231
anytime_cost,DMS,MS,50,8.90001,41.865,-32.965,-31.4942,3.53297e-34,1.77636e-15
anytime_cost,DMS_split_at_1000,DMS_split_at_500,50,7.76001,7.84001,-0.0800001,-0.703528,0.485057,0.491195
anytime_cost,DMS_split_at_1000,DMS_split_at_300,50,7.76001,7.86001,-0.1,-1.0435,0.301838,0.42289
anytime_cost,DMS_split_at_1000,DMS_split_at_100,50,7.76001,7.70001,0.0599999,0.650869,0.518172,0.498298
anytime_cost,DMS_split_at_1000,DMS_split_0.5,50,7.76001,7.90001,-0.14,-1.41392,0.163708,0.30371
anytime_cost,DMS_split_at_1000,DMS_split_at_50,50,7.76001,7.76001,1.6e-07,1.49666e-06,0.999999,0.771813
anytime_cost,DMS_split_at_1000,DMS_split_0.4_0.6,50,7.76001,7.86001,-0.1,-1.0435,0.301837,0.222378
