metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,DMS_split_at_300,MS_split_MGM_200,50,101195,101561,-365.58,-4.88218,1.15742e-05,1.10337e-05
anytime_cost,DMS_split_at_300,MS_split_opt_200,50,101195,101561,-365.58,-4.88218,1.15742e-05,1.10337e-05
anytime_cost,DMS_split_at_300,Attentive,50,101195,99144.2,2050.74,35.0321,2.38345e-36,1.77636e-15
anytime_cost,DMS_split_at_300,DMS_split_at_1500,50,101195,100923,271.589,4.35352,6.80371e-05,0.000251529
anytime_cost,DMS_split_at_300,MS,50,101195,104563,-3367.71,-29.6697,5.70175e-33,1.77636e-15
anytime_cost,DMS_split_at_100,DMS_split_at_50,50,101360,101394,-33.58,-0.490931,0.625667,0.631426
anytime_cost,DMS_split_at_100,DMS_split_0.4_0.6,50,101360,101453,-92.62,-0.99794,0.323211,0.342129
anytime_cost,DMS_split_at_100,DMS_split_0.5,50,101360,101463,-102.98,-1.15118,0.255244,0.218662
anytime_cost,DMS_split_at_100,MS_split_0.5,50,101360,105969,-4609.14,-20.7457,6.45829e-26,3.55271e-15
anytime_cost,DMS_split_at_100,MS_split_MGM_200,50,101360,101561,-200.42,-2.19891,0.0326349,0.110126
anytime_cost,DMS_split_at_100,MS_split_opt_200,50,101360,101561,-200.42,-2.19891,0.0326349,0.110126
anytime_cost,DMS_split_at_100,Attentive,50,101360,99144.2,2215.9,31.2309,5.2298e-34,1.77636e-15
anytime_cost,DMS_split_at_100,DMS_split_at_1500,50,101360,100923,436.749,5.4862,1.43286e-06,1.74968e-06
anytime_cost,DMS_split_at_100,MS,50,101360,104563,-3202.55,-24.1214,7.64274e-29,3.55271e-15
anytime_cost,DMS_split_at_50,DMS_split_0.4_0.6,50,101394,101453,-59.04,-0.731207,0.468135,0.594601
anytime_cost,DMS_split_at_50,DMS_split_0.5,50,101394,101463,-69.4,-0.845918,0.401711,0.304481
anytime_cost,DMS_split_at_50,MS_split_0.5,50,101394,105969,-4575.56,-20.0596,2.83086e-25,3.55271e-15
