period,freeze,final_commit,cost_x,cost_y,cost2_half,flip,edges_class0,cost_class0,edges_class1,cost_class1,edges_class2,cost_class2,x_is_br_of_y,y_is_br_of_x,single_moves_x,single_moves_y,greedy_from_x,cost_greedy_class2,t_commit99,br_steps,cost2_increases,family,density,seed,alg,edges
2,1000,0.8920704845814978,34224.261132645996,34204.25505557004,28451.75809410802,0.98,0.0,,0.026431718061674,114.5,0.973568281938326,151.75113122171945,1.0,1.0,49,49,28782.25418740144,126.7737556561086,1000,,-1,random,0.2,15,MS_split,227
1,58,0.8832599118942731,28347.274092026128,28347.274092026128,28347.274092026128,0.0,1.0,124.87665198237886,0.0,,0.0,,1.0,1.0,0,0,28347.274092026128,,1000,,-1,random,0.2,15,DMS_split,227
2,1000,0.8611111111111112,35532.2429399418,35890.21187834809,31869.227409144947,0.82,0.0277777777777777,111.57142857142856,0.3333333333333333,129.1547619047619,0.6388888888888888,148.45962732919256,1.0,1.0,41,41,32158.215033469136,129.29813664596273,1000,,-1,random,0.2,16,MS_split,252
1,83,0.8869047619047619,31766.253895570702,31766.253895570702,31766.253895570702,0.0,1.0,126.05555555555556,0.0,,0.0,,1.0,1.0,0,0,31766.253895570702,,1000,,-1,random,0.2,16,DMS_split,252
2,1000,0.8645833333333334,34111.29928392564,34147.20321205183,30221.751247988737,0.82,0.0416666666666666,108.4,0.3041666666666666,129.05479452054794,0.6541666666666667,150.35668789808918,1.0,1.0,41,41,30455.24808137069,128.0063694267516,1000,,-1,random,0.2,17,MS_split,240
1,227,0.8666666666666667,30073.24839462333,30073.24839462333,30073.24839462333,0.0,1.0,125.30416666666666,0.0,,0.0,,1.0,1.0,0,0,30073.24839462333,,1000,,-1,random,0.2,17,DMS_split,240
2,1000,0.878,34272.276294806616,35192.26699524635,31301.27164502648,0.66,0.156,116.15384615384616,0.416,128.08653846153845,0.428,153.46728971962617,1.0,1.0,33,33,31448.257978200058,128.10280373831776,1000,,-1,random,0.2,18,MS_split,250
1,54,0.858,31246.26387487507,31246.26387487507,31246.26387487507,0.0,1.0,124.984,0.0,,0.0,,1.0,1.0,0,0,31246.26387487507,,1000,,-1,random,0.2,18,DMS_split,250
2,1000,0.8607843137254902,37317.2481189914,37382.25585472273,32013.251986857067,0.9,0.0078431372549019,122.0,0.1843137254901961,126.97872340425532,0.807843137254902,150.99514563106797,1.0,1.0,45,45,32448.25645389675,127.54854368932038,1000,,-1,random,0.2,19,MS_split,255
1,232,0.8901960784313725,31965.249505709337,31965.249505709337,31965.249505709337,0.0,1.0,125.3529411764706,0.0,,0.0,,1.0,1.0,0,0,31965.249505709337,,1000,,-1,random,0.2,19,DMS_split,255
2,1000,0.92,48613.27207689138,48410.25311275405,45140.262594822714,0.6,0.1514285714285714,119.79245283018868,0.4514285714285714,133.63291139240508,0.3971428571428571,152.15827338129498,1.0,1.0,30,30,45311.27456284478,131.25899280575538,1000,,-1,random,0.3,0,MS_split,350
1,90,0.93,45376.24974139823,45376.24974139823,45376.24974139823,0.0,1.0,129.6457142857143,0.0,,0.0,,1.0,1.0,0,0,45376.24974139823,,1000,,-1,random,0.3,0,DMS_split,350
2,1000,0.9074585635359116,49898.24848630327,49617.255147662865,46808.251816983066,0.56,0.2375690607734806,123.6046511627907,0.4558011049723757,134.3212121212121,0.3066298342541436,154.0990990990991,1.0,1.0,28,28,46812.25500750592,132.76576576576576,1000,,-1,random,0.3,1,MS_split,362
1,28,0.9102209944751382,47020.21763126964,47020.21763126964,47020.21763126964,0.0,1.0,129.88950276243094,0.0,,0.0,,1.0,1.0,0,0,47020.21763126964,,1000,,-1,random,0.3,1,DMS_split,362
0,1000,0.9343163538873994,51957.26118557952,51786.25929006076,48287.76023782014,0.66,0.1528150134048257,121.05263157894736,0.4075067024128686,133.69736842105263,0.4396782841823056,150.8231707317073,1.0,1.0,33,33,48606.28156532236,132.8231707317073,1000,,-1,random,0.3,2,MS_split,373
1,278,0.9075067024128688,48296.27846863246,48296.27846863246,48296.27846863246,0.0,1.0,129.4798927613941,0.0,,0.0,,1.0,1.0,0,0,48296.27846863246,,1000,,-1,random,0.3,2,DMS_split,373
2,1000,0.907202216066482,52883.27554226648,52326.27797751469,46752.776759890585,0.84,0.0360110803324099,111.76923076923076,0.2465373961218836,131.31460674157304,0.7174515235457064,153.44787644787644,1.0,1.0,42,42,46962.27618083808,131.54826254826256,1000,,-1,random,0.3,3,MS_split,361
1,105,0.912742382271468,46953.24569901678,46953.24569901678,46953.24569901678,0.0,1.0,130.06371191135733,0.0,,0.0,,1.0,1.0,0,0,46953.24569901678,,1000,,-1,random,0.3,3,DMS_split,361
2,1000,0.9002890173410405,49936.26766851405,49574.28436492302,44625.27601671853,0.8,0.0433526011560693,121.93333333333334,0.2890173410404624,127.09,0.6676300578034682,153.23809523809524,1.0,1.0,40,40,44682.260059613174,131.4025974025974,1000,,-1,random,0.3,4,MS_split,346
1,95,0.9089595375722545,44933.26718394817,44933.26718394817,44933.26718394817,0.0,1.0,129.864161849711,0.0,,0.0,,1.0,1.0,0,0,44933.26718394817,,1000,,-1,random,0.3,4,DMS_split,346
2,1000,0.8933161953727506,58855.254830544895,59100.21732080163,50718.23607567326,0.98,0.0,,0.0282776349614395,119.9090909090909,0.9717223650385604,152.2116402116402,1.0,1.0,49,49,50992.24915632042,130.90740740740742,1000,,-1,random,0.3,5,MS_split,389
1,123,0.9652956298200516,50696.23811621849,50696.23811621849,50696.23811621849,0.0,1.0,130.32390745501286,0.0,,0.0,,1.0,1.0,0,0,50696.23811621849,,1000,,-1,random,0.3,5,DMS_split,389
2,1000,0.9041297935103244,48463.24220685094,49035.23111873318,43981.73666279206,0.82,0.0412979351032448,114.57142857142856,0.3185840707964602,132.53703703703704,0.640117994100295,149.97695852534562,1.0,1.0,41,41,44157.22957544645,132.1152073732719,1000,,-1,random,0.3,6,MS_split,339
1,51,0.9100294985250738,43826.230922251256,43826.230922251256,43826.230922251256,0.0,1.0,129.2802359882006,0.0,,0.0,,1.0,1.0,0,0,43826.230922251256,,1000,,-1,random,0.3,6,DMS_split,339
2,1000,0.8877005347593583,51925.24724917004,51089.26869484296,48512.757972006504,0.62,0.1737967914438502,123.4,0.481283422459893,133.18333333333334,0.3449197860962567,154.50387596899225,1.0,1.0,31,31,48681.24154910965,131.46511627906978,1000,,-1,random,0.3,7,MS_split,374
1,27,0.8890374331550802,48647.26318445808,48647.26318445808,48647.26318445808,0.0,1.0,130.07219251336898,0.0,,0.0,,1.0,1.0,0,0,48647.26318445808,,1000,,-1,random,0.3,7,DMS_split,374
2,1000,0.9441260744985672,52202.2769676251,52348.27694809039,45295.77695785774,0.94,0.0028653295128939,174.0,0.1232091690544412,131.65116279069767,0.8739255014326648,152.02295081967213,1.0,1.0,47,47,45901.29825574594,132.2065573770492,1000,,-1,random,0.3,8,MS_split,349
1,105,0.9312320916905444,45155.244978402145,45155.244978402145,45155.244978402145,0.0,1.0,129.3839541547278,0.0,,0.0,,1.0,1.0,0,0,45155.244978402145,,1000,,-1,random,0.3,8,DMS_split,349
2,1000,0.9254742547425474,54100.256779039,52826.234258726116,47668.74551888256,0.82,0.032520325203252,117.16666666666669,0.3035230352303523,133.03571428571428,0.6639566395663956,154.26122448979592,1.0,1.0,41,41,48059.24668527767,131.62448979591838,1000,,-1,random,0.3,9,MS_split,369
1,85,0.924119241192412,47650.22503261024,47650.22503261024,47650.22503261024,0.0,1.0,129.13279132791328,0.0,,0.0,,1.0,1.0,0,0,47650.22503261024,,1000,,-1,random,0.3,9,DMS_split,369
2,1000,0.9448924731182796,55312.25027429632,54108.21234731021,48267.23131080326,0.88,0.0134408602150537,112.8,0.2043010752688172,133.67105263157896,0.782258064516129,153.22680412371133,1.0,1.0,44,44,48899.23543358162,132.29209621993127,1000,,-1,random,0.3,10,MS_split,372
1,123,0.928763440860215,48452.217266417945,48452.217266417945,48452.217266417945,0.0,1.0,130.247311827957,0.0,,0.0,,1.0,1.0,0,0,48452.217266417945,,1000,,-1,random,0.3,10,DMS_split,372
2,1000,0.9028497409326424,55451.248304220906,55707.23823724035,50192.74327073063,0.82,0.0259067357512953,118.5,0.2746113989637305,130.0,0.6994818652849741,149.94814814814814,1.0,1.0,41,41,50759.240350512635,133.3925925925926,1000,,-1,random,0.3,11,MS_split,386
1,43,0.9158031088082902,50326.229220001194,50326.229220001194,50326.229220001194,0.0,1.0,130.3782383419689,0.0,,0.0,,1.0,1.0,0,0,50326.229220001194,,1000,,-1,random,0.3,11,DMS_split,386
2,1000,0.8841145833333334,53737.231299903935,54938.239233731976,49862.73526681796,0.76,0.0598958333333333,123.52173913043478,0.3619791666666667,127.66187050359711,0.578125,149.32882882882882,1.0,1.0,38,38,50027.23967460728,132.75675675675674,1000,,-1,random,0.3,12,MS_split,384
1,85,0.93359375,49983.236738791325,49983.236738791325,49983.236738791325,0.0,1.0,130.1640625,0.0,,0.0,,1.0,1.0,0,0,49983.236738791325,,1000,,-1,random,0.3,12,DMS_split,384
2,1000,0.9291784702549576,50665.236715938765,50331.24703275451,45695.74187434664,0.8,0.0396600566572237,117.92857142857144,0.3172804532577903,132.91964285714286,0.6430594900849859,150.33920704845815,1.0,1.0,40,40,45935.2775828136,131.29955947136563,1000,,-1,random,0.3,13,MS_split,353
1,74,0.9575070821529744,45814.23175449987,45814.23175449987,45814.23175449987,0.0,1.0,129.78470254957506,0.0,,0.0,,1.0,1.0,0,0,45814.23175449987,,1000,,-1,random,0.3,13,DMS_split,353
2,1000,0.9262295081967212,51732.27024272794,52205.24420507962,47433.25722390378,0.8,0.0437158469945355,116.25,0.3087431693989071,128.56637168141592,0.6475409836065574,149.13080168776372,1.0,1.0,40,40,47464.24945532033,130.915611814346,1000,,-1,random,0.3,14,MS_split,366
1,33,0.8743169398907104,47477.27405839397,47477.27405839397,47477.27405839397,0.0,1.0,129.71857923497268,0.0,,0.0,,1.0,1.0,0,0,47477.27405839397,,1000,,-1,random,0.3,14,DMS_split,366
2,1000,0.969529085872576,50533.245593872074,50941.216851864934,46877.231222868504,0.66,0.1191135734072022,122.97674418604652,0.4265927977839335,131.47402597402598,0.4542936288088642,152.4268292682927,1.0,1.0,33,33,47226.21635743039,130.32926829268294,1000,,-1,random,0.3,15,MS_split,361
1,46,0.9168975069252078,46886.21211363649,46886.21211363649,46886.21211363649,0.0,1.0,129.8781163434903,0.0,,0.0,,1.0,1.0,0,0,46886.21211363649,,1000,,-1,random,0.3,15,DMS_split,361
2,1000,0.9166666666666666,53061.23762908212,52808.24244289225,47743.24003598719,0.82,0.0273224043715847,118.6,0.3169398907103825,130.3706896551724,0.6557377049180327,153.13333333333333,1.0,1.0,41,41,48080.25352398579,131.19583333333333,1000,,-1,random,0.3,16,MS_split,366
1,34,0.9631147540983608,47714.22507012446,47714.22507012446,47714.22507012446,0.0,1.0,130.36612021857923,0.0,,0.0,,1.0,1.0,0,0,47714.22507012446,,1000,,-1,random,0.3,16,DMS_split,366
2,1000,0.952316076294278,53543.254430917514,53127.24451368147,47734.749472299496,0.84,0.0354223433242506,116.46153846153848,0.2670299727520436,132.8877551020408,0.6975476839237057,152.3671875,1.0,1.0,42,42,47888.23828289714,132.109375,1000,,-1,random,0.3,17,MS_split,367
1,42,0.9209809264305178,47585.25470944689,47585.25470944689,47585.25470944689,0.0,1.0,129.65940054495914,0.0,,0.0,,1.0,1.0,0,0,47585.25470944689,,1000,,-1,random,0.3,17,DMS_split,367
2,1000,0.9304461942257218,54747.232466405665,54665.228286641475,49638.23037652357,0.76,0.0551181102362204,120.23809523809524,0.3674540682414698,133.27857142857144,0.5774278215223098,152.5590909090909,1.0,1.0,38,38,50033.249164332854,132.62272727272727,1000,,-1,random,0.3,18,MS_split,381
1,62,0.9278215223097112,49667.22609569972,49667.22609569972,49667.22609569972,0.0,1.0,130.35958005249344,0.0,,0.0,,1.0,1.0,0,0,49667.22609569972,,1000,,-1,random,0.3,18,DMS_split,381
2,1000,0.9366576819407008,51743.23154091585,51515.2661232808,47991.748832098325,0.66,0.1482479784366576,119.32727272727271,0.4258760107816711,132.13291139240508,0.4258760107816711,153.81645569620252,1.0,1.0,33,33,48127.24758227306,132.28481012658227,1000,,-1,random,0.3,19,MS_split,371
1,23,0.9474393530997304,48457.240179710774,48457.240179710774,48457.240179710774,0.0,1.0,130.61185983827494,0.0,,0.0,,1.0,1.0,0,0,48457.240179710774,,1000,,-1,random,0.3,19,DMS_split,371
2,1000,0.959915611814346,70208.23294919526,70016.27270823122,62625.75282871324,0.88,0.0126582278481012,109.5,0.2130801687763713,134.67326732673268,0.7742616033755274,152.44959128065395,1.0,1.0,44,44,63538.24621606507,135.09809264305176,1000,,-1,random,0.4,0,MS_split,474
1,121,0.9156118143459916,62654.25205142752,62654.25205142752,62654.25205142752,0.0,1.0,132.18143459915612,0.0,,0.0,,1.0,1.0,0,0,62654.25205142752,,1000,,-1,random,0.4,0,DMS_split,474
2,1000,0.9251012145748988,68122.249286011,69401.21971270279,65364.7344993569,0.58,0.1963562753036437,127.0721649484536,0.4595141700404858,134.70484581497797,0.3441295546558704,148.34117647058824,1.0,1.0,29,29,65836.24320409104,136.09411764705882,1000,,-1,random,0.4,1,MS_split,494
1,240,0.9139676113360324,65215.22627273592,65215.22627273592,65215.22627273592,0.0,1.0,132.01417004048582,0.0,,0.0,,1.0,1.0,0,0,65215.22627273592,,1000,,-1,random,0.4,1,DMS_split,494
2,1000,0.9267782426778244,70166.23336015423,70622.26021681735,63205.2467884858,0.88,0.0146443514644351,130.85714285714286,0.200836820083682,127.6875,0.7845188284518828,151.97866666666667,1.0,1.0,44,44,63646.242564374035,134.18666666666667,1000,,-1,random,0.4,2,MS_split,478
1,88,0.9456066945606696,63049.21767650683,63049.21767650683,63049.21767650683,0.0,1.0,131.90167364016736,0.0,,0.0,,1.0,1.0,0,0,63049.21767650683,,1000,,-1,random,0.4,2,DMS_split,478
2,1000,0.8940936863543788,70070.2600894547,70699.26984908992,64765.76496927231,0.76,0.0570264765784114,125.82142857142856,0.3604887983706721,134.37853107344634,0.5824847250509165,149.5174825174825,1.0,1.0,38,38,64868.26841838421,133.63286713286712,1000,,-1,random,0.4,3,MS_split,491
1,173,0.9582484725050916,64981.238240180835,64981.238240180835,64981.238240180835,0.0,1.0,132.34419551934826,0.0,,0.0,,1.0,1.0,0,0,64981.238240180835,,1000,,-1,random,0.4,3,DMS_split,491
2,1000,0.9630021141649048,69662.2330679671,69882.23527980401,62248.234173885554,0.92,0.0042283298097251,122.0,0.1458773784355179,130.2463768115942,0.8498942917547568,150.32587064676616,1.0,1.0,46,46,62703.23612289473,133.17164179104478,1000,,-1,random,0.4,4,MS_split,473
1,25,0.9143763213530656,62774.24781099146,62774.24781099146,62774.24781099146,0.0,1.0,132.71458773784354,0.0,,0.0,,1.0,1.0,0,0,62774.24781099146,,1000,,-1,random,0.4,4,DMS_split,473
2,1000,0.9692460317460316,73721.24677437385,73042.25195217732,66724.7493632756,0.82,0.0396825396825396,123.3,0.2619047619047619,135.03030303030303,0.6984126984126984,151.79261363636363,1.0,1.0,41,41,66936.24717606851,133.3181818181818,1000,,-1,random,0.4,5,MS_split,504
1,152,0.9404761904761904,66644.26990987174,66644.26990987174,66644.26990987174,0.0,1.0,132.2301587301587,0.0,,0.0,,1.0,1.0,0,0,66644.26990987174,,1000,,-1,random,0.4,5,DMS_split,504
2,1000,0.91995841995842,69817.2882188439,70286.26529857263,63394.77675870826,0.86,0.027027027027027,125.15384615384616,0.2203742203742204,133.32075471698113,0.7525987525987526,149.3314917127072,1.0,1.0,43,43,64050.29386801526,134.02762430939225,1000,,-1,random,0.4,6,MS_split,481
1,43,0.8731808731808732,63635.24605464379,63635.24605464379,63635.24605464379,0.0,1.0,132.2972972972973,0.0,,0.0,,1.0,1.0,0,0,63635.24605464379,,1000,,-1,random,0.4,6,DMS_split,481
2,1000,0.9433198380566802,72242.25439333895,71269.25922938231,65437.25681136063,0.8,0.0465587044534413,123.82608695652172,0.3076923076923077,134.625,0.645748987854251,153.38871473354232,1.0,1.0,40,40,65782.25286295514,133.84952978056427,1000,,-1,random,0.4,7,MS_split,494
1,112,0.9382591093117408,65705.26018109605,65705.26018109605,65705.26018109605,0.0,1.0,133.00607287449392,0.0,,0.0,,1.0,1.0,0,0,65705.26018109605,,1000,,-1,random,0.4,7,DMS_split,494
2,1000,0.9372427983539094,67796.22431747438,67285.22587659105,64530.22509703271,0.58,0.1810699588477366,127.45454545454544,0.5061728395061729,135.77642276422765,0.3127572016460905,152.4934210526316,1.0,1.0,29,29,64572.216349163675,136.23026315789474,1000,,-1,random,0.4,8,MS_split,486
1,55,0.934156378600823,64628.212784491494,64628.212784491494,64628.212784491494,0.0,1.0,132.97942386831275,0.0,,0.0,,1.0,1.0,0,0,64628.212784491494,,1000,,-1,random,0.4,8,DMS_split,486
2,1000,0.9526209677419356,71446.25967701689,71371.27470693491,65671.7671919759,0.74,0.064516129032258,125.1875,0.3830645161290322,135.32105263157894,0.5524193548387096,152.29562043795622,1.0,1.0,37,37,65857.27376479462,135.24087591240877,1000,,-1,random,0.4,9,MS_split,496
1,34,0.938508064516129,65693.26256404923,65693.26256404923,65693.26256404923,0.0,1.0,132.44556451612902,0.0,,0.0,,1.0,1.0,0,0,65693.26256404923,,1000,,-1,random,0.4,9,DMS_split,496
2,1000,0.9484126984126984,72685.22425306823,72429.22363219812,66700.22394263318,0.82,0.0317460317460317,129.25,0.3194444444444444,131.93167701863354,0.6488095238095238,150.99694189602445,1.0,1.0,41,41,66948.22489605236,134.19571865443424,1000,,-1,random,0.4,10,MS_split,504
1,131,0.9712301587301588,66851.26362845315,66851.26362845315,66851.26362845315,0.0,1.0,132.640873015873,0.0,,0.0,,1.0,1.0,0,0,66851.26362845315,,1000,,-1,random,0.4,10,DMS_split,504
2,1000,0.9568138195777351,72144.26144483201,72684.25559994881,69142.75852239042,0.58,0.2092130518234165,126.27522935779815,0.4529750479846449,135.8177966101695,0.3378119001919386,149.58522727272728,1.0,1.0,29,29,69407.24936842915,136.875,1000,,-1,random,0.4,11,MS_split,521
1,42,0.9596928982725528,69050.25026205371,69050.25026205371,69050.25026205371,0.0,1.0,132.53358925143954,0.0,,0.0,,1.0,1.0,0,0,69050.25026205371,,1000,,-1,random,0.4,11,DMS_split,521
2,1000,0.90020366598778,69136.22187986037,69313.25727476316,64813.73957731177,0.66,0.1242362525458248,127.36065573770492,0.4358452138492871,131.81308411214954,0.439918533604888,153.51388888888889,1.0,1.0,33,33,65110.25751007808,133.50925925925927,1000,,-1,random,0.4,12,MS_split,491
1,75,0.9266802443991852,65100.26722717875,65100.26722717875,65100.26722717875,0.0,1.0,132.5865580448065,0.0,,0.0,,1.0,1.0,0,0,65100.26722717875,,1000,,-1,random,0.4,12,DMS_split,491
2,1000,0.953125,69871.26177152019,70586.22133805444,63617.74155478732,0.86,0.025,108.91666666666669,0.2333333333333333,133.32142857142858,0.7416666666666667,150.65168539325842,1.0,1.0,43,43,63743.26450484384,133.73876404494382,1000,,-1,random,0.4,13,MS_split,480
1,34,0.9739583333333334,63610.24768386587,63610.24768386587,63610.24768386587,0.0,1.0,132.52083333333334,0.0,,0.0,,1.0,1.0,0,0,63610.24768386587,,1000,,-1,random,0.4,13,DMS_split,480
2,1000,0.9423076923076924,72694.26721888197,71788.25439988384,65132.260809382904,0.88,0.0161943319838056,127.375,0.2186234817813765,134.50925925925927,0.7651821862348178,151.1851851851852,1.0,1.0,44,44,66194.25369110251,134.28571428571428,1000,,-1,random,0.4,14,MS_split,494
1,66,0.9382591093117408,65174.22365397865,65174.22365397865,65174.22365397865,0.0,1.0,131.93117408906883,0.0,,0.0,,1.0,1.0,0,0,65174.22365397865,,1000,,-1,random,0.4,14,DMS_split,494
2,1000,0.9400871459694988,66495.31259447933,67177.26742147087,60473.2900079751,0.84,0.0305010893246187,128.28571428571428,0.2549019607843137,132.93162393162393,0.7145969498910676,149.83536585365854,1.0,1.0,42,42,60767.296299980066,133.70426829268294,1000,,-1,random,0.4,15,MS_split,459
1,50,0.8976034858387799,60394.23932948514,60394.23932948514,60394.23932948514,0.0,1.0,131.57734204793027,0.0,,0.0,,1.0,1.0,0,0,60394.23932948514,,1000,,-1,random,0.4,15,DMS_split,459
2,1000,0.9233193277310924,69575.24463186192,68259.22492482373,62931.73477834283,0.82,0.0441176470588235,120.71428571428572,0.296218487394958,134.8581560283688,0.6596638655462185,152.94585987261146,1.0,1.0,41,41,63447.24188530246,133.23566878980893,1000,,-1,random,0.4,16,MS_split,476
1,102,0.9338235294117648,62915.24869773404,62915.24869773404,62915.24869773404,0.0,1.0,132.17436974789916,0.0,,0.0,,1.0,1.0,0,0,62915.24869773404,,1000,,-1,random,0.4,16,DMS_split,476
2,1000,0.9601593625498008,74419.23541188664,75017.25115552862,66642.74328370762,0.94,0.0019920318725099,144.0,0.1195219123505976,134.08333333333334,0.8784860557768924,150.1814058956916,1.0,1.0,47,47,66788.2361593336,133.43537414965985,1000,,-1,random,0.4,17,MS_split,502
1,97,0.9442231075697212,66845.21721282347,66845.21721282347,66845.21721282347,0.0,1.0,133.15737051792829,0.0,,0.0,,1.0,1.0,0,0,66845.21721282347,,1000,,-1,random,0.4,17,DMS_split,502
2,1000,0.9484848484848484,74738.22219375109,72872.24340234254,65304.23279804682,0.94,0.004040404040404,109.5,0.0969696969696969,130.89583333333334,0.898989898989899,153.33932584269664,1.0,1.0,47,47,65616.22757104716,133.56629213483146,1000,,-1,random,0.4,18,MS_split,495
1,18,0.9161616161616162,66076.24455463032,66076.24455463032,66076.24455463032,0.0,1.0,133.4868686868687,0.0,,0.0,,1.0,1.0,0,0,66076.24455463032,,1000,,-1,random,0.4,18,DMS_split,495
2,1000,0.9561586638830898,68850.22081754489,69104.25770649523,63292.23926202007,0.78,0.0417536534446764,126.1,0.3778705636743215,135.34254143646407,0.5803757828810021,150.47122302158274,1.0,1.0,39,39,63796.26620707371,132.62589928057554,1000,,-1,random,0.4,19,MS_split,479
1,84,0.931106471816284,63506.26306354168,63506.26306354168,63506.26306354168,0.0,1.0,132.580375782881,0.0,,0.0,,1.0,1.0,0,0,63506.26306354168,,1000,,-1,random,0.4,19,DMS_split,479
2,1000,0.9811977715877436,106460.27212958764,106990.2449121432,97004.25852086542,0.96,0.0013927576601671,110.0,0.0793871866295264,127.05263157894736,0.9192200557103064,150.16363636363636,1.0,1.0,48,48,97754.25914310284,136.16969696969696,1000,,-1,random,0.6,0,MS_split,718
1,144,0.9108635097493036,97368.2524105376,97368.2524105376,97368.2524105376,0.0,1.0,135.6100278551532,0.0,,0.0,,1.0,1.0,0,0,97368.2524105376,,1000,,-1,random,0.6,0,DMS_split,718
2,1000,0.9605809128630706,103230.26068849117,102577.25103930304,97693.75586389712,0.66,0.1230982019363762,130.8876404494382,0.4439834024896265,137.99688473520249,0.4329183955739972,151.06709265175718,1.0,1.0,33,33,98262.27179702786,137.629392971246,1000,,-1,random,0.6,1,MS_split,723
1,112,0.95850622406639,97182.22328286008,97182.22328286008,97182.22328286008,0.0,1.0,134.4149377593361,0.0,,0.0,,1.0,1.0,0,0,97182.22328286008,,1000,,-1,random,0.6,1,DMS_split,723
2,1000,0.9951590594744122,106316.27716208402,106345.2397397883,97485.25845093616,0.84,0.0276625172890733,127.05,0.255878284923928,134.55135135135134,0.7164591977869986,152.28378378378378,1.0,1.0,42,42,97356.28182320876,134.9189189189189,13,1.0,0,random,0.6,2,MS_split,723
1,59,0.9564315352697096,97675.2313178664,97675.2313178664,97675.2313178664,0.0,1.0,135.09681881051176,0.0,,0.0,,1.0,1.0,0,0,97675.2313178664,,1000,,-1,random,0.6,2,DMS_split,723
2,1000,0.9531886024423338,108132.21584909476,106795.26271671103,99610.23928290293,0.84,0.0298507462686567,127.6818181818182,0.2645861601085482,138.77948717948718,0.7055630936227951,150.50192307692308,1.0,1.0,42,42,99801.225082621,135.65,1000,,-1,random,0.6,3,MS_split,737
1,45,0.9416553595658074,99680.26750363832,99680.26750363832,99680.26750363832,0.0,1.0,135.25101763907733,0.0,,0.0,,1.0,1.0,0,0,99680.26750363832,,1000,,-1,random,0.6,3,DMS_split,737
2,1000,0.9754558204768584,104006.24893086642,103733.22843670948,96635.73868378796,0.8,0.035063113604488,124.36,0.3380084151472651,136.32365145228215,0.6269284712482468,152.2214765100671,1.0,1.0,40,40,96995.23219860558,136.40268456375838,1000,,-1,random,0.6,4,MS_split,713
1,29,0.9684431977559608,96331.26763525572,96331.26763525572,96331.26763525572,0.0,1.0,135.10659186535764,0.0,,0.0,,1.0,1.0,0,0,96331.26763525572,,1000,,-1,random,0.6,4,DMS_split,713
2,1000,0.922875816993464,109709.23465003398,110379.268534611,103115.75159232249,0.76,0.0640522875816993,128.9387755102041,0.3738562091503268,138.6153846153846,0.5620915032679739,148.24883720930234,1.0,1.0,38,38,103453.24755840952,135.52558139534884,1000,,-1,random,0.6,5,MS_split,765
1,208,0.9111111111111112,103849.25550856398,103849.25550856398,103849.25550856398,0.0,1.0,135.7503267973856,0.0,,0.0,,1.0,1.0,0,0,103849.25550856398,,1000,,-1,random,0.6,5,DMS_split,765
2,1000,0.9649725274725276,109095.2852870769,109807.23835884598,98555.26182296145,0.98,0.0,,0.0329670329670329,137.95833333333334,0.967032967032967,150.26136363636363,1.0,1.0,49,49,99876.2632066912,137.14204545454547,26,1.0,0,random,0.6,6,MS_split,728
1,50,0.9368131868131868,98553.2681078477,98553.2681078477,98553.2681078477,0.0,1.0,135.375,0.0,,0.0,,1.0,1.0,0,0,98553.2681078477,,1000,,-1,random,0.6,6,DMS_split,728
2,1000,0.9932523616734144,107374.22148599828,105969.23388841932,100286.2276872088,0.68,0.1025641025641025,130.6578947368421,0.4129554655870445,139.61111111111111,0.4844804318488529,152.4317548746518,1.0,1.0,34,34,100386.23217927448,136.44568245125348,21,1.0,0,random,0.6,7,MS_split,741
1,50,0.9662618083670717,100657.23912090145,100657.23912090145,100657.23912090145,0.0,1.0,135.83940620782727,0.0,,0.0,,1.0,1.0,0,0,100657.23912090145,,1000,,-1,random,0.6,7,DMS_split,741
2,1000,0.9786269430051814,112745.23729321524,111459.2640463211,104699.75066976815,0.8,0.0401554404145077,128.48387096774192,0.3316062176165803,139.48828125,0.6282383419689119,150.62474226804125,1.0,1.0,40,40,105335.25701669473,135.7319587628866,1000,,-1,random,0.6,8,MS_split,772
1,70,0.9669689119170984,105566.2244318754,105566.2244318754,105566.2244318754,0.0,1.0,136.74352331606218,0.0,,0.0,,1.0,1.0,0,0,105566.2244318754,,1000,,-1,random,0.6,8,DMS_split,772
2,1000,0.95,103466.2699901037,104453.2275535404,98567.24877182204,0.66,0.1095890410958904,133.625,0.4452054794520548,134.3846153846154,0.4452054794520548,151.08,1.0,1.0,33,33,98830.24095374852,138.31076923076924,1000,,-1,random,0.6,9,MS_split,730
1,218,0.9527397260273972,98862.249744469,98862.249744469,98862.249744469,0.0,1.0,135.42739726027398,0.0,,0.0,,1.0,1.0,0,0,98862.249744469,,1000,,-1,random,0.6,9,DMS_split,730
2,1000,0.9591700133868808,100887.2639243544,101623.2714215146,100559.7676729345,0.2,0.6345381526104418,131.71729957805908,0.3306559571619812,140.23076923076923,0.0348058902275769,146.76923076923077,1.0,1.0,10,10,100591.27609651646,147.23076923076923,1000,,-1,random,0.6,10,MS_split,747
1,26,0.9009370816599732,101570.24216341348,101570.24216341348,101570.24216341348,0.0,1.0,135.97054886211512,0.0,,0.0,,1.0,1.0,0,0,101570.24216341348,,1000,,-1,random,0.6,10,DMS_split,747
