period,freeze,final_commit,cost_x,cost_y,cost2_half,flip,edges_class0,cost_class0,edges_class1,cost_class1,edges_class2,cost_class2,x_is_br_of_y,y_is_br_of_x,single_moves_x,single_moves_y,greedy_from_x,cost_greedy_class2,t_commit99,br_steps,cost2_increases,family,density,seed,alg,edges
1,79,0.6209677419354839,6690.266753402863,6690.266753402863,6690.266753402863,0.0,1.0,107.90322580645162,0.0,,0.0,,1.0,1.0,0,0,6690.266753402863,,1000,,-1,random,0.05,18,DMS_split,62
2,1000,0.5409836065573771,8387.273863696699,8303.247285058416,6631.2605743775575,0.68,0.1475409836065573,106.44444444444444,0.180327868852459,110.1818181818182,0.6721311475409836,151.6341463414634,1.0,1.0,34,34,6716.268861127022,111.65853658536584,1000,,-1,random,0.05,19,MS_split,61
1,19,0.5737704918032787,6605.261194994358,6605.261194994358,6605.261194994358,0.0,1.0,108.27868852459017,0.0,,0.0,,1.0,1.0,0,0,6605.261194994358,,1000,,-1,random,0.05,19,DMS_split,61
2,1000,0.7801724137931034,15315.233882425362,15443.253375180284,13506.243628802824,0.66,0.1896551724137931,113.0,0.3706896551724138,116.11627906976744,0.4396551724137931,153.64705882352942,1.0,1.0,33,33,13719.24475795054,118.05882352941175,1000,,-1,random,0.1,0,MS_split,116
1,121,0.7974137931034483,13507.244106091017,13507.244106091017,13507.244106091017,0.0,1.0,116.4396551724138,0.0,,0.0,,1.0,1.0,0,0,13507.244106091017,,1000,,-1,random,0.1,0,DMS_split,116
2,1000,0.75,14986.208040616228,14564.268102133869,12828.738071375048,0.6,0.2,112.1818181818182,0.3636363636363636,120.65,0.4363636363636363,160.25,1.0,1.0,30,30,13030.23835298876,119.54166666666669,1000,,-1,random,0.1,1,MS_split,110
1,191,0.7181818181818181,12776.224248239336,12776.224248239336,12776.224248239336,0.0,1.0,116.14545454545454,0.0,,0.0,,1.0,1.0,0,0,12776.224248239336,,1000,,-1,random,0.1,1,DMS_split,110
2,1000,0.7424242424242424,14716.226815337232,14800.236707107935,11378.731761222583,0.88,0.0202020202020202,121.0,0.1616161616161616,114.75,0.8181818181818182,156.02469135802468,1.0,1.0,44,44,11542.249881873782,116.4320987654321,1000,,-1,random,0.1,2,MS_split,99
1,220,0.7474747474747475,11421.21794015065,11421.21794015065,11421.21794015065,0.0,1.0,115.36363636363636,0.0,,0.0,,1.0,1.0,0,0,11421.21794015065,,1000,,-1,random,0.1,2,DMS_split,99
2,1000,0.8031496062992126,16539.230735923473,16787.195116391445,14967.21292615746,0.52,0.2992125984251969,113.73684210526316,0.3779527559055118,119.6875,0.3228346456692913,157.85365853658536,1.0,1.0,26,26,14940.179967114016,119.14634146341464,1000,,-1,random,0.1,3,MS_split,127
1,43,0.7992125984251969,15023.257272658046,15023.257272658046,15023.257272658046,0.0,1.0,118.29133858267716,0.0,,0.0,,1.0,1.0,0,0,15023.257272658046,,1000,,-1,random,0.1,3,DMS_split,127
2,1000,0.7256637168141593,14690.271189146848,14556.246146045069,12936.758667595956,0.6,0.2566371681415929,110.48275862068964,0.3539823008849557,117.55,0.3893805309734513,154.1818181818182,1.0,1.0,30,30,13087.254298598604,117.77272727272728,1000,,-1,random,0.1,4,MS_split,113
