bench,seed,p,freeze,t95,final_commit,final,best,period
random_sparse,15,0.9,99,2000,0.6540178571428571,12930.284586664688,12930.284586664688,1
random_sparse,15,0.95,124,2000,0.6428571428571429,12894.277001711816,12894.277001711816,1
random_sparse,15,0.99,1999,2000,0.5022321428571429,13695.260958723618,12899.277332423733,0
random_sparse,15,1.0,1993,2000,0.08482142857142858,12967.253657544954,12910.28262448715,0
random_sparse,16,0.5,137,2000,0.7556390977443609,15741.257087817654,15741.257087817654,1
random_sparse,16,0.55,138,2000,0.7575187969924813,15741.257087817654,15741.257087817654,1
random_sparse,16,0.6,140,2000,0.7537593984962406,15741.257087817654,15741.257087817654,1
random_sparse,16,0.7,67,2000,0.768796992481203,15726.26022034043,15726.26022034043,1
random_sparse,16,0.8,48,2000,0.7481203007518797,15741.26018738899,15741.26018738899,1
random_sparse,16,0.9,748,2000,0.693609022556391,15726.26022034043,15726.26022034043,1
random_sparse,16,0.95,146,2000,0.6898496240601504,15675.249493984227,15675.249493984227,1
random_sparse,16,0.99,1999,2000,0.6165413533834586,15815.27489512094,15655.257376328067,0
random_sparse,16,1.0,459,2000,0.3533834586466165,15631.244068372389,15631.244068372389,1
random_sparse,17,0.5,70,2000,0.7763157894736842,13372.223086413625,13372.223086413625,1
random_sparse,17,0.55,67,2000,0.7763157894736842,13372.223086413625,13372.223086413625,1
random_sparse,17,0.6,67,2000,0.7807017543859649,13372.223086413625,13372.223086413625,1
random_sparse,17,0.7,71,2000,0.7631578947368421,13372.223086413625,13372.223086413625,1
random_sparse,17,0.8,71,2000,0.6973684210526315,13349.22973981357,13349.22973981357,1
random_sparse,17,0.9,50,2000,0.6162280701754386,13252.237220618452,13252.237220618452,1
random_sparse,17,0.95,139,2000,0.6337719298245614,13209.260137520052,13209.260137520052,1
random_sparse,17,0.99,2000,2000,0.49780701754385964,13740.249450647521,13194.280976175392,0
random_sparse,17,1.0,2000,2000,0.0,14326.220470951052,13199.220073123355,0
random_sparse,18,0.5,1976,2000,0.6814159292035398,13389.253358381759,13389.253358381759,0
random_sparse,18,0.55,1980,2000,0.6637168141592921,13389.253358381759,13389.253358381759,0
random_sparse,18,0.6,95,2000,0.7345132743362832,13348.258783008685,13348.258783008685,1
random_sparse,18,0.7,78,2000,0.7123893805309734,13348.258783008685,13348.258783008685,1
random_sparse,18,0.8,64,2000,0.6592920353982301,13348.258783008685,13348.258783008685,1
random_sparse,18,0.9,187,2000,0.6216814159292036,13213.263346102716,13213.263346102716,1
random_sparse,18,0.95,126,2000,0.6261061946902655,13121.257295343346,13121.257295343346,1
random_sparse,18,0.99,319,2000,0.6216814159292036,13076.22586628662,13076.22586628662,1
random_sparse,18,1.0,365,2000,0.17256637168141592,13076.22586628662,13076.22586628662,1
random_sparse,19,0.5,163,2000,0.7706422018348624,12609.262315648457,12609.262315648457,1
random_sparse,19,0.55,163,2000,0.7568807339449541,12609.262315648457,12609.262315648457,1
random_sparse,19,0.6,163,2000,0.7522935779816514,12609.262315648457,12609.262315648457,1
random_sparse,19,0.7,164,2000,0.7224770642201835,12609.262315648457,12609.262315648457,1
random_sparse,19,0.8,335,2000,0.7018348623853211,12615.240059554319,12615.240059554319,1
random_sparse,19,0.9,82,2000,0.6605504587155964,12575.25615802082,12575.25615802082,1
random_sparse,19,0.95,223,2000,0.6123853211009175,12570.251251121457,12570.251251121457,1
random_sparse,19,0.99,794,2000,0.6238532110091743,12505.263905865524,12505.263905865524,1
random_sparse,19,1.0,915,2000,0.2706422018348624,12520.257702522513,12520.257702522513,1
