bench,seed,p,freeze,t95,final_commit,final,best,period
random_sparse,13,0.99,193,2000,0.6324786324786325,13481.274757260015,13481.274757260015,1
random_sparse,13,1.0,1915,2000,0.19230769230769232,13481.274757260015,13481.274757260015,0
random_sparse,14,0.5,27,2000,0.7520325203252033,14356.240783441535,14356.240783441535,1
random_sparse,14,0.55,27,2000,0.7642276422764228,14356.240783441535,14356.240783441535,1
random_sparse,14,0.6,27,2000,0.7642276422764228,14356.240783441535,14356.240783441535,1
random_sparse,14,0.7,25,2000,0.7621951219512195,14356.240783441535,14356.240783441535,1
random_sparse,14,0.8,27,2000,0.7276422764227642,14356.240783441535,14356.240783441535,1
random_sparse,14,0.9,36,2000,0.6626016260162602,14356.240783441535,14356.240783441535,1
random_sparse,14,0.95,42,2000,0.6036585365853658,14356.240783441535,14356.240783441535,1
random_sparse,14,0.99,204,2000,0.6239837398373984,14352.268147806797,14352.268147806797,1
random_sparse,14,1.0,2000,2000,0.028455284552845527,15546.227818524543,14341.230124548296,0
random_sparse,15,0.5,64,2000,0.6919642857142857,13061.265443378665,13061.265443378665,1
random_sparse,15,0.55,56,2000,0.7008928571428571,13061.265443378665,13061.265443378665,1
random_sparse,15,0.6,46,2000,0.6919642857142857,13061.265443378665,13061.265443378665,1
random_sparse,15,0.7,36,2000,0.6674107142857143,13061.265443378665,13061.265443378665,1
random_sparse,15,0.8,55,2000,0.6964285714285714,13042.270383336378,13042.270383336378,1
