metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,MS_split_0.5,DMS_split_0.5,50,11377.7,10329.3,1048.32,34.5712,4.44937e-36,1.77636e-15
anytime_cost,MS_split_0.5,MS_split_MGM_inverted_200,50,11377.7,11550.4,-172.715,-8.78955,1.21661e-11,7.73973e-08
anytime_cost,MS_split_MGM_200,MS_split_opt_200,50,10589.8,10474.9,114.882,9.86338,3.17199e-13,1.63101e-09
anytime_cost,MS_split_MGM_200,DMS_split_at_500,50,10589.8,10288.3,301.56,10.7843,1.54727e-14,1.13687e-12
anytime_cost,MS_split_MGM_200,DMS_split_at_300,50,10589.8,10280.5,309.299,8.72078,1.54303e-11,5.61027e-11
anytime_cost,MS_split_MGM_200,DMS_split_at_50,50,10589.8,10320.1,269.757,7.65543,6.44998e-10,9.78513e-10
anytime_cost,MS_split_MGM_200,DMS_split_at_100,50,10589.8,10348.3,241.561,7.291,2.35234e-09,3.08542e-09
anytime_cost,MS_split_MGM_200,DMS_split_0.4_0.6,50,10589.8,10239.2,350.581,10.6766,2.19058e-14,8.88178e-15
anytime_cost,MS_split_MGM_200,DMS_split_0.5,50,10589.8,10329.3,260.497,7.12299,4.27888e-09,3.91862e-08
anytime_cost,MS_split_MGM_200,MS_split_MGM_inverted_200,50,10589.8,11550.4,-960.537,-36.5295,3.30132e-37,1.77636e-15
anytime_cost,MS_split_opt_200,DMS_split_at_500,50,10474.9,10288.3,186.678,6.42587,5.14451e-08,2.47214e-07
anytime_cost,MS_split_opt_200,DMS_split_at_300,50,10474.9,10280.5,194.417,5.67637,7.34788e-07,2.10029e-06
anytime_cost,MS_split_opt_200,DMS_split_at_50,50,10474.9,10320.1,154.875,4.50464,4.12838e-05,5.9167e-05
anytime_cost,MS_split_opt_200,DMS_split_at_100,50,10474.9,10348.3,126.679,3.90352,0.000289685,0.000202797
anytime_cost,MS_split_opt_200,DMS_split_0.4_0.6,50,10474.9,10239.2,235.699,7.31824,2.13509e-09,3.08542e-09
anytime_cost,MS_split_opt_200,DMS_split_0.5,50,10474.9,10329.3,145.615,4.41823,5.4974e-05,9.46871e-05
anytime_cost,MS_split_opt_200,MS_split_MGM_inverted_200,50,10474.9,11550.4,-1075.42,-47.167,1.69386e-42,1.77636e-15
anytime_cost,DMS_split_at_500,DMS_split_at_300,50,10288.3,10280.5,7.73839,0.273716,0.785453,0.9591
anytime_cost,DMS_split_at_500,DMS_split_at_50,50,10288.3,10320.1,-31.8031,-0.950895,0.346324,0.431911
anytime_cost,DMS_split_at_500,DMS_split_at_100,50,10288.3,10348.3,-59.9996,-2.20014,0.0325424,0.0380817
anytime_cost,DMS_split_at_500,DMS_split_0.4_0.6,50,10288.3,10239.2,49.0212,1.65006,0.105328,0.0788579
anytime_cost,DMS_split_at_500,DMS_split_0.5,50,10288.3,10329.3,-41.063,-1.16307,0.250435,0.332567
anytime_cost,DMS_split_at_500,MS_split_MGM_inverted_200,50,10288.3,11550.4,-1262.1,-41.0198,1.34365e-39,1.77636e-15
